n_copy=5,n_copy=4,n_copy=3,n_copy=2,n_copy=1
0.9703653493737003,0.9885108899235006,0.994567349303601,0.9867333584086854,0.9710967887969613
0.9861841162599212,0.9852304531761601,0.9886192459152321,0.9948765595198876,0.9694206397395067
0.9901958624832546,0.9958329832961375,0.9872045100520844,0.9878316542783129,0.9680595562132629
0.995229009600813,0.9903155510845107,0.9817101818871865,0.9950074356474069,0.9683746154056998
0.9911485801390605,0.988807459072051,0.9792781221745243,0.9909905424501313,0.9694934702578015
0.9821423897439603,0.9931422454403166,0.9891672333776971,0.9871998133515434,0.9695550195512136
0.9801488212663784,0.9761797334956136,0.9789598245050928,0.9853572471259657,0.9681829393265918
0.9690119751615607,0.9737439604058817,0.9902621913049919,0.9890349330193544,0.9701674613252524
0.9957621978179739,0.9884627722068612,0.98993178159769,0.9930114934414077,0.9651748226887991
0.9838060502725859,0.9774550748279929,0.9913664909343683,0.9836795866437471,0.9676949617229318
0.9814813250612145,0.9941215049255613,0.9901872169226879,0.9943321281190184,0.968550194519679
0.9752179889945093,0.9894195883115583,0.9927625131403348,0.9904230877445634,0.9676119246980297
0.9929276670648701,0.9919369613452559,0.991264024082381,0.9905694987255251,0.9690352843152142
0.9900270631095157,0.9957378369759381,0.9922586772849427,0.9864229710433103,0.9654413388910525
0.9852596739729725,0.9757771445664689,0.9946358179230732,0.9912320426863774,0.9700545565674865
0.9936004309387082,0.9800051138873525,0.9856365344474242,0.9841931224458719,0.968867225649989
0.995130764870298,0.9905386194602823,0.9850039983959086,0.992192967119628,0.9641832694706751
0.9829357316159968,0.9857371161376827,0.9927970285963849,0.9869156161145207,0.9720678339137577
0.9916329172391853,1.0005813267055041,0.9874978933332226,0.9903430673179281,0.9702341108854149
1.0045991757955444,0.97942122287067,0.9858515242611264,0.9935690054208088,0.9691036086091969
0.992518225901148,0.991986924274629,0.9941265717713335,0.9868020808512742,0.966010937957202
0.9908195548370675,0.9965369457417145,0.9774719484671888,0.9858706340670071,0.9704427621329261
0.9885549961897193,0.9903171304186001,0.9924492087121238,0.9921879068216505,0.971006110880095
0.9962711648125776,0.9876682214083574,0.982262475339389,0.9874465567418311,0.9710983434532388
0.9888175877546962,0.9939648286330888,0.9898987869034057,0.9887398574440508,0.9707585354453435
0.9930828005068649,0.9894247628059264,0.9858092217001427,0.9874797874110512,0.9684057346176816
0.9912220358613644,0.9744163890909566,0.9904853916170392,0.9920949450117614,0.9732979247629113
1.0054833449302396,0.9890553874393188,0.9898038984648625,0.9881745249695223,0.9705608872349849
0.9808872452155695,0.9781363376325722,0.9906431620202143,0.983329709811897,0.9656074446347278
0.9953985077001661,0.9907549045933954,0.9983233141878852,0.984298911361902,0.967960504633797
1.0004480242465885,0.976085578104011,0.985700942075409,0.9871225842314935,0.9662932792756281
0.9726037975854432,0.9863274930232258,0.9848374612944657,0.9914103455135772,0.9703365059594141
0.994318260535228,0.9842973186951773,0.986976823907375,0.9820340597241726,0.9668351402913069
0.9712119060595978,0.994009986538516,0.9933846128070124,0.9890819445846954,0.969909015608439
0.9835819031491669,0.990771327146153,0.9860074830586553,0.9864943975236663,0.9651404550703974
0.9953127762734805,0.9927198980259311,0.9853584780792782,0.9875996845501535,0.9687122873924282
0.9953577831492749,0.9957630237919938,0.9881098367970573,0.9898354660239672,0.9675784039546992
1.002289325423733,0.9814828517377212,0.9897557391954159,0.9893375457601964,0.9700327779707179
0.9856847073900861,0.9793944456184863,0.9836241402951796,0.9849192521229134,0.9699555426549983
0.9754127202981123,0.9853543970520622,0.9864787026839626,0.9918664797236985,0.9715248855022548
0.9961016509570377,0.986984476480333,0.9836867759948151,0.9872882361451176,0.965758395010791
0.9811085469895672,0.9972132509789957,0.9799578563126813,0.9969323222923386,0.9698671212025092
0.9962545622718234,0.9966315107184995,0.9809340358905307,0.998087927481112,0.9656398339764825
0.9968135788488329,0.9943504136897559,0.992404931800807,0.9879733360076185,0.9684457711901748
0.9955511218751085,0.9790794993651136,0.9922958130088083,0.9894331361901523,0.9667481344012302
0.9920553153648674,0.9788059036144136,0.9715041313795134,0.9903837815276979,0.9689853317357247
0.9745825110908319,0.9898259814904684,0.994764465853683,0.9887699544715376,0.9714740800745876
0.9774422140135464,0.9756792736109718,0.9864173438790456,0.9840690918408405,0.9653516596206709
0.9901304661346556,0.9961541663461032,0.9873610108788569,0.9948689602551897,0.9665183873487274
0.9879889058878696,0.982661571629085,1.0010735045142967,0.986128139805354,0.9679026460178293
1.0017854220676188,0.9910917673441064,0.980907186454551,0.9877081834096272,0.9696150205271226
0.9897969565346861,0.9964670412613256,0.9961011545307673,0.989352189771836,0.9703894224188194
0.9756940528525664,1.0053045664319284,0.9860476236140848,0.9914065964935946,0.9662641696684966
1.002041476167428,0.9943132543628884,0.9972666881859461,0.9904893815249212,0.9696103502195159
0.9679685221803165,0.9899354710202487,0.9879745586785992,0.9884105341319033,0.9676383985918339
0.9870692495468184,0.987172292019169,0.9988710090934045,0.9922929544204314,0.9692026288604595
0.9705280087271702,0.997481218161267,0.987893105302598,0.981123046470984,0.9651558442543199
0.9921685987272028,1.0019368906667416,0.9882032140918561,0.9856688160930679,0.9710198503196265
1.0134045976296984,0.9937581767941787,0.979531710120421,0.993593364618133,0.9694476509924486
0.9746636140631819,1.0020602406878758,0.9886819765906381,0.9914738230460193,0.9731165629560724
0.9762733478944152,0.9941178680992624,0.9895439112817054,0.9868560325637709,0.9704414729868306
0.9970617591654318,0.9788815532725137,0.9947564587863433,0.9946376481311963,0.9694205006456413
0.9955282147701369,0.9854239888953029,0.9891982277025927,0.9872236780136802,0.9673896794436261
0.9990251248631808,0.9988999466734273,0.9932524007787187,0.9957871735025153,0.967535258069651
0.984218221487194,0.989538671190662,0.9895907366080321,0.9922116975587059,0.9696062485992505
0.9861366590050961,0.9754931488711905,0.9851627028567214,0.9845247446835967,0.9723150047444624
0.9756001047485157,0.985792145810362,0.9835049123412467,0.9861215610962654,0.9716090539287326
0.9915856955090382,0.9788017313907147,0.9921620418704357,0.9855346660548598,0.9664462079283387
0.9906098416953206,0.9867140578417647,0.9928321721735747,0.9845073169363349,0.9687359111450851
