epoch,Fidelity,KL_Divergence
1,0.270715005477337,0.4693689364820618
2,0.25882376527716755,0.4322138383155218
3,0.35986209747636344,0.3911194164234319
4,0.4156639268361257,0.3406088834995914
5,0.5105138262104252,0.29680583653216264
6,0.6288070381157884,0.2626022814428894
7,0.7052388291305569,0.23490943829547817
8,0.7388860506042414,0.2160371952379042
9,0.8016314401166802,0.20350841853157897
10,0.7600300078762454,0.19529637215176696
11,0.7660004826975462,0.1906224999884496
12,0.850906339878543,0.1840565452200552
13,0.8842246501167348,0.17524364202780557
14,0.9026934448215821,0.1704942217909268
15,0.9000114099802613,0.1685335903501571
16,0.7878147096014524,0.1694241028828164
17,0.8283077858530649,0.16356204906336774
18,0.8562604639557552,0.16589226391541187
19,0.9102929288909509,0.15931684107643682
20,0.8033446271904962,0.16809402233528103
21,0.8392291975558612,0.15636393112547753
22,0.8965691271680661,0.1517244626507503
23,0.8936570723466292,0.15041087552202598
24,0.9670039127877877,0.14584662479592328
25,0.8552517263979222,0.15000632726398266
26,0.891426645478715,0.15046523756721036
27,0.8969934624660577,0.14913209683984277
28,0.8657950840771294,0.15117643724749266
29,0.8843891903333269,0.14778937153986269
30,0.8922751429418588,0.145759651010953
31,0.9546993578174905,0.13825555910153758
32,0.9744772769975996,0.13445818857305974
33,0.9570915053004063,0.13310272495947606
34,0.955240067508652,0.13410032155377824
35,0.925076112472656,0.1367138895170872
36,0.9424980758377097,0.13317664392186923
37,0.9557407815086003,0.13046356698295883
38,0.9807272465491413,0.12432694808957691
39,0.9352779740638687,0.13078164832099448
40,0.9163479517737712,0.13320610868118365
41,0.9854529941195863,0.12019257287228699
42,0.9887899613817107,0.11780168116228834
43,0.9865385551188334,0.11622649544024924
44,0.976266688788258,0.11737432464085835
45,0.9689201980334283,0.11616401475873911
46,0.972197158816826,0.11407829848480017
47,0.9808286306957837,0.11215736004578997
48,0.9923534546930415,0.10779338225637564
49,0.9718113168983866,0.10972833312086604
50,0.9811334843820316,0.10624581998888108
51,0.9666291338612277,0.1095526963835312
52,0.9920718220706893,0.10100915912616584
53,0.9875595131774104,0.10110303913308934
54,0.9870666432561421,0.09887089651670132
55,0.9896818453448757,0.09687504277461204
56,0.9722379874653113,0.10143965172684921
57,0.991065972913946,0.09301642806241942
58,0.9864177375131667,0.09253781649703591
59,0.9880814489528842,0.09043298507956979
60,0.980567527161531,0.09115967290165222
61,0.9807107276857102,0.09028251068280918
62,0.9940984021539693,0.08427617032328212
63,0.9943620017766678,0.08226258217958474
64,0.9731334221982767,0.090273360289906
65,0.9928661971653127,0.07931191658987274
66,0.9774861772788159,0.08415921117256327
67,0.9928089391484144,0.07694275378063464
68,0.9913563396826387,0.07567697954087528
69,0.9757512786074822,0.0832186202026177
70,0.9928387304701964,0.07209138244109997
71,0.990825373359607,0.07218144154031512
72,0.9930200209940941,0.06899770922747654
73,0.9944431491516625,0.06703025948321778
74,0.9918587551312112,0.06699100808746779
75,0.9957379620840939,0.06394937707458918
76,0.9851683649649152,0.06810604712574142
77,0.9916333524203563,0.06291646219389876
78,0.9929003901384577,0.06186321200316643
79,0.9940887914188143,0.05951720901851976
80,0.9959142339623507,0.057406219143782175
81,0.9950360964406456,0.0570744315510959
82,0.995434438745984,0.055520593936402185
83,0.9912298789912459,0.057658561071884336
84,0.9933249017609992,0.05460982187440281
85,0.9909939939826116,0.05552353310272703
86,0.9958522637843588,0.05140648101411866
87,0.996468691792243,0.04990333922512786
88,0.9960642742461744,0.04916598630609987
89,0.9930965456091904,0.05024770136474293
90,0.9958622564933777,0.047583463130077414
91,0.9949442906873408,0.047313631118093266
92,0.9871019398422561,0.05054534164748706
93,0.9950726966697774,0.04558143548440593
94,0.9926570790445525,0.04553226636482049
95,0.9956507354516254,0.04351390655740465
96,0.9959328538476313,0.043207107852080325
97,0.9966416872408953,0.04158879181539986
98,0.9947790375284623,0.042259448522700596
99,0.9921824560441154,0.04287161433492586
100,0.9887101872395527,0.04436388165610472
101,0.9953240300713818,0.04025781057066523
102,0.988933219056381,0.04480939926934126
103,0.9965662038185339,0.03757170502740069
104,0.9936652797059717,0.04028520042887998
105,0.9968795541005053,0.03622798441969653
106,0.9945432163172397,0.038129820694279885
107,0.996842153222622,0.03511742929227413
108,0.9965365767606255,0.03497184983853969
109,0.9952390170275744,0.0347106574295137
110,0.9953480392182276,0.03438594025105906
111,0.9966106795404837,0.033448303614310136
112,0.9975299216309381,0.032312850213725874
113,0.9931716399296159,0.035848969630846904
114,0.9977292930673797,0.031158724429219756
115,0.9943025522408712,0.03444651464579824
116,0.9959893342905983,0.031897440719778146
117,0.9968715994167582,0.030478714138162673
118,0.9967579475449118,0.030171883390355765
119,0.9961932005093505,0.03057294904824046
120,0.9922045171477533,0.0348824227717613
121,0.9976531877415489,0.028297178849612914
122,0.9959359902997574,0.02946043780959246
123,0.9979074414889623,0.027535022471635737
124,0.9974785945845823,0.0272545337774871
125,0.9975268682082212,0.027319890653657822
