epoch,Fidelity,KL_Divergence,Observable_XX_ev,Observable_XX_var,Observable_ZZ_ev,Observable_ZZ_var
1,0.34930591957852924,0.4607330868501309,0.2230772722929177,0.001190458062111554,-0.06932186300737452,0.0026384786904009587
2,0.3751012266877068,0.36877938468535437,0.23066485920851978,0.0026150163148366515,0.1825362765183191,0.0044659692028686
3,0.3845747071953506,0.29536698336038847,0.3278496097966186,0.005650549816571685,0.4969781079497686,0.006088554438895513
4,0.40702129428190287,0.24939397440664102,0.4029383704147259,0.0208110890936852,0.15155601375654923,0.009821335677728278
5,0.43942141646909955,0.21725383313992971,0.08014730939847858,0.07995835299409365,0.2352362659152835,0.05612940621253073
6,0.46762150127910285,0.19152989416958016,0.5278077610208743,0.022114574003463176,1.3422906126949052,0.12703834345616233
7,0.49260213905282363,0.17193076113859831,0.7262417966355545,0.09983465972908291,0.2159052230022532,0.030809331589163002
8,0.521605361256422,0.15898986811457633,0.48968964591062525,0.0259375368267199,0.4937699814664832,0.03241664309233569
9,0.5428267104738749,0.1442852577991827,4.372038481738899,0.020316561937695637,1.7962569155756096,0.016849778790213696
10,0.5657281495649416,0.13264899159347227,0.6516150007924469,0.38171247263098795,0.36990245314097686,0.06406488496494593
11,0.5845400210863002,0.1275107947402253,0.29157633492107604,0.061482800135153816,0.5021075966698137,0.2382279978162442
12,0.607129792659077,0.11452981612439118,1.3352666447343455,0.010628248206943816,0.8613520040251834,0.05835051815655132
13,0.6242960084061951,0.11343583145692021,1.4008331292535257,0.012918971967945558,1.5850267616479818,0.04446601756732648
14,0.646276104685524,0.09947369811342505,1.4464524315963385,0.010292624103117756,0.5602669305768885,0.04872194156757059
15,0.6644087732672309,0.09692704735004726,1.021577940922068,0.024424399991400645,0.6557752501188419,0.03476037190031741
16,0.6889078042148175,0.08770241415674426,1.436916490258131,0.06977686971222134,0.807622500678939,0.03898816357426604
17,0.7110935666856867,0.07770692733491479,1.1591072721125733,0.09893833882201765,0.4483917792983056,0.014808089491772918
18,0.7332460912607754,0.07049496728283738,1.2908035315054163,0.00574421853519341,1.1539091205549117,0.006494774166820322
19,0.7447135282776464,0.08170353111840332,0.7285293451300499,0.010019827618672043,0.5549128430726104,0.008549063093090194
20,0.7709318041926845,0.0625209335762338,0.9449950643334619,0.010485969091514898,1.3111316065656784,0.021873624455513645
21,0.7868221552747412,0.05544713295812717,0.7096242749923662,0.022960173453118658,0.7279794063556534,0.007895242980035641
