epoch,F_ideal_train,F_noisy_train,F_ideal_meve,KL_Divergence
1,0.4310500378655351,0.5822069857494196,0.5151209118156629,0.35239599183620773
2,0.4252274652415188,0.626822301141088,0.5690278548477925,0.1308269624423508
3,0.4591584863998478,0.6394148841415096,0.5539789198461238,0.15317579479035703
4,0.4614291684060628,0.6560813031127517,0.6468392185989456,0.08814581634250455
5,0.4673991222861365,0.6678966525230225,0.9928955331718661,0.0706070588058365
6,0.4717875697099218,0.6702445654875402,0.8841316998841822,0.07094592344519406
7,0.4783336837952513,0.6746178573866554,0.8402062545374114,0.06840359023273929
8,0.48039916225965557,0.676549638687689,0.9392912429746462,0.06773818542585644
9,0.4860005364834265,0.6869753601500149,0.763832723736558,0.07275779511683196
10,0.494400257053266,0.6894144284918561,0.6887291808911532,0.09007713142163863
11,0.5009358596667217,0.7056979442155809,0.8962107811938295,0.06383657609210797
12,0.5146479727728722,0.7167141421910569,0.821578406279778,0.06978423565845257
13,0.5317488076301214,0.7343206852826668,0.8432386335203786,0.0684834977200504
14,0.5591503728879135,0.7660468167869601,0.9290546487276179,0.055512508416820025
15,0.5959459002787814,0.8056041189364073,0.9660130210061199,0.05237655087756307
16,0.6329244061974829,0.8265225487880689,0.9095085445632877,0.06084065916111402
17,0.6761052554550914,0.8711610102523368,0.9837479896853153,0.03719748889317098
18,0.6892006158332556,0.8694360090462324,0.9388664506501367,0.05171030649889383
19,0.7379549363872158,0.9058640228474586,0.9736520819579063,0.03750023516313725
20,0.7759234289885191,0.932773562997208,0.9969761998970654,0.01402207530639634
21,0.7910527296071774,0.9333541260966178,0.979081804259405,0.015877770362581693
22,0.8147664860453491,0.9462105155262798,0.9798162319441565,0.01980729473064236
23,0.8289653505709452,0.9528356888295173,0.9806076235813649,0.01763114344260421
24,0.8415988430885606,0.9603989271370833,0.9870968452176142,0.007897281134178515
25,0.8508433804534151,0.9642183657667617,0.9874199073446484,0.006967058839943168
26,0.8532077583537981,0.958862238894842,0.9769327833672539,0.02599031907294311
27,0.8724595201054567,0.9720101913615533,0.9879205225091011,0.012899839238463343
28,0.8827033674740417,0.9803635568364073,0.9972952340893215,0.003420150998351801
29,0.8787443081807741,0.9736817570141524,0.9880269678340595,0.0058524143586361444
30,0.8905820424601117,0.9780357472753995,0.9910954237161826,0.00904980011017212
31,0.8914101873642579,0.9782244893082395,0.9900932454216966,0.010167145478047193
32,0.8849737254445377,0.9712167248310255,0.9830988850320145,0.007324609779517662
33,0.8865151447621605,0.9703081247936992,0.9818847447985295,0.006551720173531861
34,0.892088964304613,0.9748491300746429,0.9882195148299338,0.014117689280186196
35,0.8971147893482527,0.9766107277437569,0.9874221742936089,0.011261551823506329
36,0.8983389909453007,0.9805847039882742,0.9922654206035886,0.005223398109547569
37,0.9012552432409597,0.982304677788009,0.993970297409888,0.003331225539857183
38,0.8965420960938292,0.9785393449535887,0.9891811596781087,0.0043326979027801865
39,0.9022975412313696,0.9825182666890043,0.9936661767007253,0.0031300807132697665
40,0.9055920374303215,0.9835144885561355,0.9961415404805083,0.006117030948421301
41,0.903636186461764,0.9794202155420839,0.9893113637585795,0.009262039716905061
42,0.8964034041090383,0.974985153213147,0.9872135866945868,0.014533293190851306
43,0.8961006673608858,0.9742935404593521,0.9827498688684329,0.016372234029055948
44,0.9055371372043157,0.9860804808690553,0.9985663666629514,0.0017601238658488867
45,0.9035740561142952,0.9833271804733091,0.9948880941829661,0.0034244783466511404
46,0.8864867760403469,0.9659477433854348,0.9772877047360959,0.024134214470929345
47,0.9020475299839046,0.9804402480423541,0.9925061252378572,0.005769710204107486
48,0.903968787282645,0.9843845573195497,0.9968361213379076,0.005269410990229817
49,0.890805853236615,0.9695220417497452,0.9773429960269057,0.01347950064525676
50,0.9059096004572909,0.9863038957462957,0.9988492190379314,0.0027406823136956232
51,0.9038459688155385,0.9815182738536873,0.9926665937199062,0.0030157915759335806
52,0.9066469953123385,0.9822961322181782,0.9932778882089315,0.005633700348439324
53,0.9089376873324655,0.9863889175589379,0.9983436276241954,0.0024958988231390737
54,0.9077930785638758,0.9833405168923504,0.9943104012166227,0.0051576122431372376
55,0.9055092144393091,0.9821834221278788,0.993626741378985,0.003127289453060618
56,0.9077595731434769,0.982147758407015,0.994293892082429,0.00907831943410063
57,0.9035016766889807,0.9784207090544671,0.988983814988507,0.004428663818408777
58,0.8994358970381247,0.976656820115064,0.9874303529066577,0.004480396850291179
59,0.9017309728953652,0.9791125141660036,0.9906340262190495,0.010039483151994289
60,0.9042074938057783,0.981732591714801,0.9935915671709907,0.010024039278712973
61,0.9082423806664102,0.9864035962051022,0.9969612837146465,0.0031659724653827328
