epoch,F_ideal_train,F_noisy_train,F_ideal_meve,KL_Divergence
1,0.21866218992032035,0.3694528237641719,0.22239785434641315,0.3988257797987309
2,0.34302977838964394,0.5368083732489892,0.4466645272495604,0.26778464504385346
3,0.41566337431111366,0.6361831959375879,0.7340037978724072,0.17318137237423997
4,0.4516888647173127,0.6770078077404472,0.784129792679266,0.13955168245823574
5,0.4748348412641215,0.7031613068736028,0.8702927641723895,0.11801415406287062
6,0.4955065775027839,0.7241662923915713,0.9524773868229137,0.10346042908014372
7,0.5166440669353776,0.7435728831943081,0.9138647456605334,0.09599944806786234
8,0.5359134036495953,0.7622619647161485,0.9822141723194234,0.08398770556953078
9,0.5504128246016591,0.768634492114445,0.8273522516481173,0.09925506447683584
10,0.5694380436492427,0.7971316504953946,0.9812030013158717,0.07150977908701722
11,0.5804562960135845,0.8008410346119685,0.9063861901664794,0.08285832803856955
12,0.6024487512065715,0.827772131016944,0.9867918094947856,0.060256855502923354
13,0.6199730367919075,0.8408796233252034,0.9720731731035743,0.059372360925516884
14,0.6396530425936362,0.8524824662210528,0.9450366764661658,0.064714595075153
15,0.6632863515184543,0.8768041299555374,0.9897281812784229,0.044058312172317704
16,0.6858772532998633,0.8928775690645805,0.9921126761415991,0.03929910674520011
17,0.7005181311177379,0.9013198916814469,0.98553178391404,0.037789607793208245
18,0.7216079797662832,0.9162244984023143,0.9920311377026746,0.03114986417258942
19,0.7363374199266569,0.923383173795185,0.9862280185502275,0.03225654128577667
20,0.7474461782980107,0.9263527744281363,0.9757595103383218,0.0337214827405361
21,0.7676736621479756,0.942598285976543,0.9935037699572619,0.021925792813830274
22,0.7768018844679363,0.9462734957845005,0.9912080341910329,0.020428629939333094
23,0.7882588493432188,0.9511214510683739,0.9906928588601468,0.020409831095006888
24,0.7982119656252432,0.9554902797513235,0.9912244410337344,0.017468368663647958
25,0.8134166948490835,0.9638325997788525,0.9942200934559507,0.013880054111108882
26,0.82496419528451,0.9694836130514194,0.9964367714827819,0.01109355171305494
27,0.8310176775825557,0.969130595107634,0.9914147978933873,0.01358977358636166
28,0.8374098399426718,0.9718554570788848,0.9942235254154032,0.012035392565216414
29,0.8465087166578029,0.9759250644828488,0.9959860662765357,0.009075001803386187
30,0.8505414094350006,0.9755120153382857,0.9932977532899552,0.009236904366251833
31,0.8597668932856051,0.980772463725554,0.9978739716976259,0.006224254348394822
32,0.858348547467973,0.9749384373935664,0.9890792604062602,0.011919905175395294
33,0.8688878163279251,0.9824842287074692,0.9980816894504208,0.005048888755699631
34,0.8739453044401231,0.9837408876652829,0.9983977949221732,0.004453631787189494
35,0.877551932899669,0.983501804205274,0.9964690281443587,0.005324817434028424
36,0.8797082756037038,0.9822233141701807,0.9943459623085686,0.007602763984842411
37,0.8776802583245741,0.9780502703447449,0.9883269165054925,0.0072231491877189115
38,0.8839015623997054,0.9807186020471653,0.9908889079487673,0.00721035280241099
39,0.888826187819024,0.9831348675579483,0.9936495870212089,0.005443604689605647
40,0.8931263212684102,0.9855677725195675,0.9970204165120068,0.003189202234943419
41,0.8960791095554328,0.985907087280513,0.9965679409037962,0.0045203636868055164
42,0.8969821492827151,0.9851254683580659,0.995386035821159,0.005529584407969123
43,0.899000363848093,0.9866692724122721,0.9970753843315815,0.0027221886751761268
44,0.9015652116943242,0.987472660425486,0.9979796574454537,0.0028360517904941884
45,0.9024151795346189,0.9876295080314489,0.9985566083430264,0.0025163003065721773
46,0.9029404955896471,0.9863840099686434,0.9965283540712443,0.004238640569536329
47,0.9055160968853176,0.9881813081915417,0.9989321710222407,0.001942926574158806
48,0.8968460489762609,0.9788175446372207,0.9882590645685438,0.006473470003869293
49,0.9070685854465397,0.9874289842105436,0.9982201059604436,0.001978117836994173
50,0.9063240541554236,0.9858569909812314,0.9964009319066717,0.002698444826482355
51,0.9066112686373501,0.9855877016741159,0.9962530907820006,0.0034349400912674233
52,0.9042072860015046,0.9819740038559418,0.9917109841040463,0.004665895155048067
53,0.9081971528362606,0.9851107310529275,0.9956888309388561,0.0035608117675361615
54,0.9121260637608829,0.9884791762134102,0.9990540282514518,0.001525565981389137
55,0.9095645096725833,0.9847097297814841,0.99375990480084,0.0033332258654587615
56,0.9140686876593666,0.9884571586333935,0.9981497021094219,0.0016566939022010353
57,0.9163607647666892,0.9899493785665874,0.99947527001832,0.0011349455721339804
58,0.915519582423475,0.9889805166008552,0.9979328331865459,0.0018347186477859366
59,0.9152981181558072,0.9872490366444929,0.9955490583792028,0.0035847705214388575
60,0.9186360422516704,0.99032630211659,0.9989479577903646,0.0015326606421739442
61,0.9170144376191072,0.9882044606864773,0.9966580722110149,0.0022080711120350508
62,0.9197674959448018,0.9908140222581113,0.9994112563907714,0.0010581948725932261
63,0.9178182611182469,0.9891840844381667,0.9980760462272332,0.0024689032029956547
64,0.9173321952629342,0.9888238466212661,0.9977068691747086,0.0028325383138109173
65,0.9197135976250865,0.9902499714015683,0.9985661785067396,0.0013224200838568814
66,0.9198391282258193,0.9904693810440329,0.9985719676147796,0.001796867905998213
67,0.9187019538369309,0.98956240394069,0.9975547717306292,0.0028631992333036185
68,0.9209182973986016,0.9913942028155734,0.9993249870740839,0.001123126385935184
69,0.9166819820564199,0.9869560765004641,0.9942126798908152,0.004162453665614802
70,0.9204047075330198,0.9905219050861308,0.99815421302726,0.0021166072481279613
71,0.9195176822352029,0.9893493097777083,0.9966861023736603,0.003476177765579649
72,0.9184433722933857,0.9887021106137613,0.9955073576819439,0.0029915099110811396
73,0.9182165415502068,0.9878261518986585,0.9947000278954251,0.0034870399988568743
74,0.9197061982760041,0.9890867554159695,0.9958872052563881,0.0028284312697085656
75,0.9233555487660395,0.9924765194809125,0.9991987250633249,0.001162449771659271
76,0.9221417120849966,0.9915480422225251,0.998240860889227,0.0016958364706809324
77,0.9178259510248686,0.9882052504500353,0.9947429327292016,0.0027752326467695245
78,0.9208939648514466,0.9910323426590356,0.9978070059732459,0.001956295918061802
79,0.9207223564560907,0.9905808581788139,0.9969654493293633,0.0026796400149223677
80,0.9216342337621295,0.9912196626064752,0.9978437883454492,0.0016570216619467744
81,0.9234981432820122,0.9930453312360873,0.9996707462783394,0.0007337071717997566
82,0.9235274571492421,0.9926980831399276,0.9987583476949374,0.001008060100829902
83,0.9191557111984267,0.988095469446972,0.9930028252880635,0.006647241285138408
84,0.9237350771035959,0.9928089809728957,0.9985136454501458,0.0015888845269499531
85,0.9234942389945564,0.9927089670254089,0.9981625807712471,0.0014370414190800886
86,0.9245879766899034,0.9929888446900439,0.9980100340626703,0.0021547617148449413
87,0.9257617838812313,0.9940813725962262,0.999342137119367,0.000745707001166693
88,0.919827882609699,0.9870356299342911,0.991479140062992,0.007717893159424862
89,0.9256355258778285,0.9937215656822092,0.9986452337304879,0.0009841836686592294
90,0.924693140090779,0.9928093846990049,0.9975076089992042,0.001582924767711676
91,0.925203792218765,0.9931266003494655,0.9975894207299579,0.0022595102872829337
92,0.9257775217907226,0.9933592839831205,0.9981350848101986,0.0019801336615837086
93,0.9257522683507156,0.9929747850612147,0.9976345328874863,0.002465242535754814
94,0.9247922195420071,0.9930153517618882,0.9971896457555957,0.0025573592854619687
95,0.9242849315560272,0.9924249725704889,0.9963626490611865,0.0022984117253784055
96,0.9264951204640831,0.9945185526986858,0.998955530489495,0.0008741452383210903
97,0.9250671811982863,0.9934921071346929,0.9975354653911356,0.002246950766765411
98,0.9264384312608531,0.9947256759084548,0.9991939458795739,0.0008381719726423419
99,0.925709180841374,0.9939236535288093,0.9979844693841476,0.0011882774146102257
100,0.9258201324658574,0.994162246959289,0.9982451659012739,0.001704768700376354
