epoch,Fidelity,KL_Divergence,Observable_XX_ev,Observable_XX_var,Observable_ZZ_ev,Observable_ZZ_var
1,0.38638787119057316,0.4330135958456573,0.2017573924594576,0.0015369067335262465,-0.16000000000000006,0.01959183673469386
2,0.4009149135793822,0.35066116021959487,0.3021225871094722,0.0011096260359749405,0.24000000000000019,0.019591836734693883
3,0.4176534478126778,0.28415673650145795,0.27211168152551324,0.0008076727065268126,0.23999999999999966,0.01831836734693879
4,0.45284244999703166,0.2369979898497524,0.2398362660548966,0.0005641661221734561,0.3600000000000001,0.019591836734693873
5,0.48552549717698285,0.19400556112797085,0.2237425266977409,0.0007033131957444004,0.6799999999999997,0.018318367346938782
6,0.5173695553325622,0.1684586115402973,0.3180684623112709,0.0005686662920367552,0.5199999999999999,0.017142857142857133
7,0.5427713136444079,0.15136093385431237,0.3452527646484957,0.0008171241771503847,0.52,0.015706122448979596
8,0.5696575916421457,0.14223276366611934,0.34502233348391825,0.000799692983488347,0.5599999999999999,0.014008163265306121
9,0.5924210793917281,0.12514476450018253,0.44874693398033966,0.000951933935214605,0.5599999999999998,0.013061224489795931
10,0.6121544440367254,0.11452969407699515,0.36522193785420576,0.0011983928184957173,0.5199999999999999,0.009828571428571428
11,0.6328023301850626,0.10561606069168575,0.48011670288842706,0.0007017902994923192,0.5599999999999998,0.004604081632653062
12,0.6531195510387181,0.09798989838156635,0.5099312373801026,0.0015146998404218803,0.8,0.00862040816326531
13,0.6657544761721608,0.10138985576471289,0.4721430204399515,0.001174863084752574,0.56,0.014889795918367343
14,0.6937459149829457,0.09240914491446289,0.5908539064515884,0.001774208707495987,0.7600000000000003,0.012048979591836727
15,0.7174626405592777,0.07656805228821886,0.5090352756098289,0.0017688208191180498,0.7999999999999998,0.009828571428571428
16,0.7282692218914787,0.07908395977769148,0.6640451780690887,0.001647844158067084,0.68,0.006008163265306122
17,0.7610971897547242,0.063522161975954,0.68660052366846,0.002036535959992594,0.7599999999999992,0.009828571428571438
18,0.7682051329577627,0.07295416354343495,0.6798409780463978,0.002191125761292041,0.6799999999999995,0.010971428571428582
19,0.7888380524445725,0.06475935356706883,0.717041242059852,0.0017911709790009195,0.8,0.014889795918367343
20,0.7843470347905824,0.073443327638006,0.6801212384713551,0.0020427021111633376,0.7199999999999999,0.013061224489795936
21,0.8086808365532401,0.054185733124474895,0.7563160009095478,0.0017971086542336034,0.8,0.00982857142857143
22,0.8322888299780379,0.0435367656997177,0.6344864729435172,0.0014013787934610633,0.6799999999999999,0.007346938775510205
23,0.8439766826190632,0.039809548525753184,0.7884325839707925,0.0025943534361564996,0.7600000000000002,0.009828571428571428
24,0.8438069602061733,0.048347432027502836,0.7821182150774614,0.0022395093458532555,0.84,0.007346938775510202
25,0.8544684369195602,0.03921797412835515,0.8124302601656695,0.0012229737227726699,0.8399999999999997,0.007346938775510206
26,0.8629311596443158,0.04590146866905996,0.7745099247466061,0.0024035721038982937,0.8,0.007346938775510205
27,0.8716064604580986,0.03437574553468133,0.8666810593212079,0.0013284681418359943,0.7999999999999999,0.010971428571428564
28,0.8715500198940282,0.05071484639310959,0.8811706947995829,0.002022722766125607,0.88,0.004604081632653062
29,0.8869514907869327,0.028850894904405636,0.8435392964487671,0.001312137898264677,0.92,0.0015999999999999994
30,0.8896057093427475,0.030308875101101005,0.836467659833774,0.0014956280091920748,0.8799999999999999,0.003134693877551021
31,0.8924368026137165,0.04041124672080779,0.9290075022337717,0.001762557190850792,0.9600000000000002,0.0031346938775510193
32,0.902787729293499,0.02636933082032063,0.9052757472655754,0.0014660844762036018,0.7199999999999992,0.007346938775510206
33,0.9062299116181044,0.025689560247824712,0.8933977488057717,0.0015169456160269588,0.9199999999999999,0.008620408163265316
34,0.9064907148838689,0.026261976101280796,0.8629081743171967,0.0014768087657705702,0.96,0.006008163265306122
35,0.9097090484093411,0.028678729301952872,0.9288386485388478,0.0011146189980994709,0.92,0.0015999999999999994
36,0.9122637711508949,0.02472262029617183,0.9105654026207717,0.0018060738530555841,0.8799999999999997,0.006008163265306122
37,0.9207714833119265,0.021268122316350557,0.9301831780756422,0.0007890391545206103,0.8000000000000002,0.00982857142857143
38,0.9215144097520822,0.024132816782805863,0.8515762756592076,0.0014462744204083017,0.8799999999999999,0.003134693877551021
39,0.9157727368327571,0.029194320054717202,0.903554656377816,0.0015580516682668247,0.9200000000000002,0.0015999999999999994
40,0.926943293294907,0.018828539204005488,0.8876230760330671,0.001703013415811022,0.92,1.158438214516519e-31
41,0.9309239146515312,0.01736289102759149,0.9184858712348466,0.00038914355456070714,0.76,0.003134693877551021
42,0.9300577586858096,0.018103442841449553,0.9102059593699804,0.0010748076181544544,0.8799999999999999,0.006008163265306122
43,0.9302654079457261,0.019408353278041926,0.8825409743761061,0.0008568962722601116,0.9600000000000006,0.004604081632653054
44,0.9275224907969969,0.02131831199940759,0.9437403710907099,0.0011478051904504649,0.92,0.004604081632653062
45,0.9351147427584809,0.01848885737747942,0.9494135549550312,0.0005090228845660292,1.0,0.004604081632653067
46,0.9346375541639412,0.018477619093737414,0.9485518620514455,0.0008728306049058685,0.8000000000000002,0.008620408163265302
47,0.9354987938867696,0.017484491383045406,0.930862187782771,1.0990422085022128e-07,0.9600000000000002,0.0031346938775510193
48,0.9372928282161191,0.016619268552541516,0.8961741914976514,0.0007423291491043139,0.8800000000000002,0.007346938775510206
49,0.9423134949072954,0.014338015540607577,0.9394496329855554,0.0007466319450706311,0.92,0.00313469387755102
50,0.9413689379991579,0.01527208190086582,0.9186183408080111,0.0010946022987114244,0.92,0.0015999999999999994
51,0.9425172809558539,0.014981293375524847,0.881079811246477,0.0021534702436244784,0.9200000000000002,0.00862040816326531
52,0.9361810341410743,0.02220272010982048,0.9063885150001494,0.0004414228699605074,0.88,0.0015999999999999994
53,0.9401514404393789,0.0226531586557024,0.8893574693007403,0.0012404232756078628,0.8399999999999996,0.003134693877551021
54,0.9394972371300158,0.018216760760339068,0.9244664110989684,0.0008655165893848486,0.92,0.006008163265306122
55,0.941441665156753,0.017772325703442213,0.940331378944682,0.0005626903173322464,0.8800000000000002,0.004604081632653064
56,0.9445106365307654,0.015734916161767587,0.9437350419453685,0.0014711732893438636,0.8799999999999997,0.0031346938775510193
57,0.9436115985680082,0.019714074937311046,0.9192001221183019,0.0007431957025399588,0.84,0.003134693877551021
58,0.9473820880702172,0.013355894490790554,0.9227197375237136,0.001102852892378115,0.8799999999999997,0.004604081632653062
59,0.9480364426219986,0.014413811009168855,0.9083159749045335,0.0012016868043110364,0.8799999999999997,0.006008163265306122
60,0.9456649145367138,0.0151890796682306,0.8977838444088959,0.0008178927862897634,1.0,0.0031346938775510193
61,0.950292694582393,0.01248606991812594,0.9013772415682949,0.000404874394304547,0.9199999999999999,0.004604081632653056
62,0.9499697495098016,0.012755949821528735,0.9237127755833299,0.0007515369502443288,0.92,0.0
63,0.9464811974627287,0.01998618090243308,0.8847460692113853,0.0004637454662062721,0.8800000000000003,0.007346938775510205
64,0.9460336168654925,0.01592103044471745,0.8925130249381596,0.0011472590997041788,0.9600000000000002,0.00982857142857143
65,0.9483932599054331,0.017423527454496626,0.936496475558159,0.0009958774449634802,0.9599999999999999,2.3892222186827737e-32
66,0.9500957567496652,0.014400328090579475,0.9320889623331989,0.000469836757221388,0.9200000000000002,0.006008163265306122
67,0.9504816080729976,0.015733567998102153,0.9622847443956715,0.0006158682042107094,0.9600000000000002,1.2879361717894069e-33
68,0.9516588431507618,0.012742524112071663,0.9621395633037388,0.00038774349995450403,0.92,0.0015999999999999994
