epoch,Fidelity,KL_Divergence,Observable_XX_ev,Observable_XX_var,Observable_ZZ_ev,Observable_ZZ_var
1,0.3783675255544668,0.45779185082965856,0.6419505838303926,0.0047036220643329445,-0.303400560779196,0.039650726074089336
2,0.4428428095296561,0.35367507201160725,1.4456160583148194,0.003046191336051107,0.15819731118564806,0.03555128763898833
3,0.47553731040392905,0.2712259611101567,0.9774405095346811,0.03625237384945035,0.6722810648652349,0.012173399736637024
4,0.5253928464045278,0.20680647370812894,0.9066168758364412,0.05942881745627038,0.9732516979327396,0.0019412118607713004
5,0.566222384303831,0.16706707084619993,1.4545731153408794,0.39345002314904143,0.696772711738045,0.5656056655212177
6,0.6055317270734069,0.13859670942755617,4.864332779335129,0.14361279092011792,2.811452789186316,1.1226865936367811
7,0.6426670467694066,0.12311098912641638,1.1892667501546235,0.05768456135191289,1.475101864157881,0.008420610560773853
8,0.6700542070492291,0.11210211086013401,0.32868264100585176,0.016923635988541172,0.8881818090781647,1.0230295117289758
9,0.6930715975462939,0.101054962557794,1.1435098831944077,0.12142372743592653,1.437083634985414,0.01491421088868306
10,0.7143796825649645,0.09895828446771651,0.44748872794378564,0.25678948616755615,0.640706189145614,0.22727755249559348
11,0.7393914213695862,0.07596015645311512,2.361754366189979,0.2975636394054422,0.7347765022347884,16.30190281844737
12,0.7532119560676404,0.07147051308664762,0.47584191017587346,0.012587164642239648,3.305112392883533,0.014606532392539916
13,0.7790362097060667,0.060854492611089855,0.5628611518436583,0.041503652588302464,2.2919477252851066,0.07507760580553918
14,0.7885635054113576,0.05885896192333295,2.9373818087569052,0.18817088975983962,0.852149211308306,2.6025245516292976
15,0.806664857812872,0.05430795993318849,1.6716755051075076,0.13089364179771926,1.7962869095661729,0.02096954223262243
16,0.8181831668892784,0.049715220218908285,1.344660448923775,0.048275101941162725,2.012238140326936,0.014103895828127374
17,0.8265503662553404,0.051309361865317996,2.3917334446787057,0.048341085727001167,0.6409584345592756,0.00915436579387442
18,0.834887586933396,0.04761429207085504,1.4183928317829437,0.028771461585556397,0.8952249765161443,0.013493873075702916
19,0.8512659156106841,0.03885478823275953,1.2440504385247655,0.007417351477785762,1.501910538469324,0.018152707513585376
20,0.8550640581225921,0.042230583098726134,0.579372443306339,0.011384446632273502,0.7810994752096885,0.03174711131310747
21,0.862987146837325,0.04518366159601493,0.7063410549917335,0.5827555768946014,0.5985499973426328,0.02727498360138022
22,0.8778431814651506,0.03143244956502097,0.9619113930132903,0.01664215946147462,0.8025351974594503,0.018645510059540005
23,0.8662699689220825,0.053972945613395384,0.39278618627964657,0.05921615655722602,2.240404125387309,0.04506911128856379
24,0.8816995565099094,0.034096773255868795,0.8351966744043028,0.164014119044197,1.0264498991108908,0.018699591004634492
25,0.8915730389040177,0.03149550114127294,0.5744438092153576,0.030434898556581522,1.4080090890127788,0.01678984945992387
26,0.8935962621339745,0.0320624978958202,0.5737584325950466,0.023781221037687646,1.2880760154766422,0.008671270660036956
27,0.9032873054903809,0.02823335556898844,1.1849921167884285,0.01042366471741363,1.0342379255684981,0.007745681176634648
28,0.902362282203748,0.029541268341336635,0.7974743044466265,0.01904710209934241,1.2160602625810961,0.022056244192433676
29,0.9061869007324553,0.03190186444014136,0.9229820168687981,0.03267312101546563,2.020331794559596,0.02247612680303584
30,0.9084429066490963,0.03491608468788342,1.4294645295149837,0.09917056896636726,1.074205908400417,0.03099922026552025
31,0.9167018082164304,0.023219806789557016,0.7386491974745418,0.02745075161194399,0.8537600432188255,0.017492551288804378
32,0.9184068832422386,0.023095476523878666,0.6782705414131179,0.009245526505556073,1.2155812719667611,0.007125760088065589
33,0.9218775159146746,0.020856411253163374,0.8732055334017274,0.011998829898954436,0.8416751382090766,0.02504086856931304
34,0.9241777766067856,0.021627556161804833,0.48747994215057916,0.00824136262044093,0.946040712350171,0.008623523822679058
35,0.9256148492646344,0.01937923478403954,0.8014965767249692,0.005705797760913514,1.0472839771142466,0.013110534469219361
36,0.928442294180145,0.018847255093980282,0.8693699006126223,0.009517413199908094,1.2391500765292334,0.00623688777679849
37,0.9297384609121679,0.018734571176565986,0.465837158996938,0.02278671429154814,1.1763048765665736,0.009871033435817161
38,0.9332930873958085,0.01832344390613812,1.484805668977884,0.03301139124919535,0.7317722950210721,0.021844999195093296
39,0.9345961236840383,0.016878661703545177,1.3020700060788235,0.009360658368392335,0.5910797219004289,0.02747895754667861
40,0.9281874459123056,0.025749935894555112,0.9928812511745143,0.0028071344719634997,1.2692522956027246,0.0060029987234444734
41,0.938456647304092,0.01582950692158421,1.1994670003314143,0.03494966516100752,0.9542554863376609,0.014869154598955521
42,0.9383194353127652,0.016442004872059837,0.9275099603437623,0.009960905801180224,1.5025697078941664,0.020296448627801656
43,0.9368306828291033,0.01828901475394911,1.3993810950304022,0.017475202271245556,0.8098743298725699,0.008784344208603675
44,0.9397450847271098,0.019591267415557216,1.256571956905356,0.020958624518627084,0.8909430024157414,0.00966245551464016
45,0.9417314873676721,0.015448346448446306,0.9940188648109398,0.005815256267736316,0.5864195064215088,0.007671498853312412
46,0.9428440384042215,0.016973907577176244,1.0593438041049825,0.01643188752801732,0.8696087888525083,0.053954422952337315
47,0.9392959468636854,0.022595000158131404,0.9505771223558219,0.011221410278877025,1.0356539572172268,0.015498479080745049
48,0.94201861507291,0.01817863432068234,1.023037470225606,0.010843075302138305,0.9567375962965934,0.02383844332245901
49,0.9456395081107054,0.014480611200628305,1.6184754208993488,0.006413409214812668,0.9571812809162693,0.012007388998191974
50,0.946124642127669,0.013888220588528295,0.7951161123044912,0.006503756700657504,2.170616894682141,0.0040246804835761185
51,0.9443105918349185,0.01927120337766841,1.2497311003419047,0.01552637266031198,1.3631574198696423,0.004923752987323773
52,0.9476160394705578,0.013445844767401134,1.5317003304556944,0.002420543988928983,0.8188360172143904,0.013106618198884885
